271	113.7993	22.6689	1483236486	1483240086	-3
189	114.08781	22.54285	1483237596	1483241196	-1
131	113.96816	22.60698	1483240761	1483244361	-5
82	113.815109	22.672423	1483256069	1483259669	-10
215	113.85656	22.80179	1483260421	1483264021	-2
74	113.83825	22.80853	1483236568	1483240168	8
43	113.823248	22.635309	1483245945	1483249545	-6
55	114.30179	22.59699	1483234332	1483237932	-3
154	113.823248	22.635309	1483257364	1483260964	-7
21	113.884451	22.553496	1483247047	1483250647	3
272	113.868064	22.809707	1483250427	1483254027	10
161	113.81499	22.64821	1483260851	1483264451	10
83	113.939877	22.539022	1483258662	1483262262	-5
5	114.019529	22.53772	1483259075	1483262675	-9
121	114.08443	22.54305	1483232727	1483236327	-4
184	114.09585	22.552008	1483234163	1483237763	-4
210	114.11152	22.60418	1483235941	1483239541	-1
263	113.93779	22.53616	1483234360	1483237960	-2
110	113.994027	22.542722	1483244295	1483247895	-1
22	113.940306	22.545528	1483238271	1483241871	9
56	114.038936	22.522089	1483260310	1483263910	-4
190	113.900861	22.739582	1483234949	1483238549	5
84	114.017833	22.723444	1483239816	1483243416	-1
149	114.11389	22.59389	1483257424	1483261024	-5
111	113.850672	22.569611	1483241417	1483245017	-3
32	114.16756	22.56407	1483242419	1483246019	8
218	113.787694	22.756211	1483250631	1483254231	-1
8	113.899383	22.73485	1483240956	1483244556	-1
112	114.413224	22.634886	1483253490	1483257090	-5
94	114.147417	22.611806	1483241198	1483244798	6
211	114.065912	22.547138	1483241684	1483245284	-7
255	114.106389	22.567556	1483254647	1483258247	-6
101	114.0577	22.5387	1483245607	1483249207	5
274	114.12345	22.54303	1483241299	1483244899	-8
265	113.90016	22.57201	1483234297	1483237897	-9
219	114.02747	22.66308	1483255120	1483258720	5
144	114.048889	22.5415	1483252754	1483256354	8
67	113.88583	22.55863	1483256534	1483260134	8
275	114.07121	22.544026	1483235348	1483238948	2
186	113.91419	22.52442	1483241672	1483245272	3
102	114.11629	22.54911	1483255365	1483258965	8
266	114.249	22.7222	1483242544	1483246144	-9
232	114.092655	22.567338	1483241103	1483244703	10
246	113.8121	22.67243	1483246038	1483249638	-8
206	113.87713	22.50451	1483259413	1483263013	-3
191	114.0813	22.54952	1483253156	1483256756	7
198	113.83822	22.73731	1483242900	1483246500	-4
173	114.05055	22.54203	1483249005	1483252605	5
165	114.273736	22.742729	1483242295	1483245895	-3
78	114.0152	22.54349	1483254641	1483258241	4
151	113.91407	22.50444	1483244555	1483248155	4
25	113.91901	22.5073	1483252671	1483256271	3
86	114.240033	22.733938	1483235407	1483239007	-6
234	114.217616	22.728589	1483255774	1483259374	1
222	113.83202	22.70891	1483257429	1483261029	2
126	114.23019	22.695472	1483251568	1483255168	-3
235	114.29588	22.67663	1483259909	1483263509	3
158	114.06045	22.56871	1483241896	1483245496	-8
212	114.342067	22.684258	1483247989	1483251589	9
60	113.9312	22.536	1483253391	1483256991	1
200	114.12457	22.54721	1483251520	1483255120	-4
15	113.81294	22.73851	1483258047	1483261647	-8
192	114.054833	22.53003	1483248442	1483252042	-3
79	114.0542	22.53512	1483254448	1483258048	-3
207	114.187056	22.647194	1483253819	1483257419	3
16	114.05454	22.55699	1483252231	1483255831	-5
51	114.186972	22.594583	1483239823	1483243423	-5
213	114.06846	22.56409	1483253124	1483256724	-9
259	113.895754	22.57265	1483258958	1483262558	5
237	114.00047	22.53676	1483237233	1483240833	-7
181	114.13894	22.55143	1483253822	1483257422	5
224	114.10571	22.54068	1483233509	1483237109	8
39	113.9114	22.53307	1483237489	1483241089	6
238	114.112139	22.543324	1483237273	1483240873	5
71	113.80754	22.75138	1483246301	1483249901	-8
89	113.995472	22.686	1483237594	1483241194	7
40	114.12615	22.7049	1483248819	1483252419	8
117	113.881505	22.551886	1483252246	1483255846	-8
193	113.82	22.64228	1483235672	1483239272	-2
202	113.871	22.56127	1483234264	1483237864	-2
279	113.823248	22.635309	1483254341	1483257941	10
153	113.98733	22.53933	1483253056	1483256656	-3
41	113.944292	22.544153	1483236991	1483240591	-4
239	114.129983	22.54707	1483252085	1483255685	4
118	114.30179	22.59699	1483233865	1483237465	8
108	113.9236	22.53007	1483235938	1483239538	-6
141	114.07973	22.54606	1483237835	1483241435	9
280	113.91438	22.53927	1483249783	1483253383	-8
90	113.86	22.5705	1483260862	1483264462	6
73	113.91407	22.50444	1483257293	1483260893	9
240	113.909306	22.487472	1483258253	1483261853	5
42	113.914865	22.508883	1483244954	1483248554	8
169	113.81499	22.64821	1483237607	1483241207	-3
