,271,189,131,82,215,74,43,55,154,21,272,161,83,5,121,184,210,263,110,22,56,190,84,149,111,32,218,8,112,94,211,255,101,274,265,219,144,67,275,186,102,266,232,246,206,191,198,173,165,78,151,25,86,234,222,126,235,158,212,60,200,15,192,79,207,16,51,213,259,237,181,224,39,238,71,89,40,117,193,202,279,153,41,239,118,108,141,280,90,73,240,42,169
32,50121,11815,29179,48666,57540,61602,47229,18272,47229,34135,56155,48481,29831,18830,11468,9043,14385,30154,22375,27890,17280,54386,35812,11605,41524,0,64429,53442,33025,12781,13685,10906,14931,6977,34862,31951,16767,36324,13978,30847,8355,30165,14950,48799,36515,13472,56251,17497,37590,20017,31840,30428,32290,31271,52411,27897,32235,16797,43997,29755,7341,59827,16452,15494,18326,14104,14393,13255,35343,23699,5313,8718,31295,8439,59790,37376,30456,36716,45534,39798,46451,24460,29304,6431,17781,29057,14930,31281,40690,31840,32874,30573,46771
218,14505,54884,41407,15825,11688,10472,23088,80527,23088,32358,13108,18648,38293,46241,54527,57566,59125,38616,42681,37902,47544,21041,30452,61042,37009,64429,0,21481,95766,63718,54612,59630,48996,59003,33200,38636,47341,40437,53976,46347,58381,69886,53091,15584,46306,54957,8530,47697,77311,45026,52536,45969,72011,69830,11983,66847,76321,50032,81378,39276,59751,6941,48516,48914,63900,49753,66442,56243,33305,44019,62025,57414,45627,57307,5005,35172,58492,39766,22229,38523,23146,43795,38475,59776,80522,46788,55315,36449,36307,52536,51856,45386,19185
8,25979,43897,24278,24524,13359,13742,23087,63398,23087,25651,15551,24339,26774,35254,43540,44567,41996,27097,31162,26383,36557,593,15369,43913,25878,53442,21481,0,78821,46773,43083,45507,37467,47474,24059,30029,35812,26005,42447,30100,46852,52941,43121,17338,36682,43428,8981,36168,60366,33497,37284,30473,55066,52885,11442,49902,59376,38086,64433,27330,48222,12557,36987,37385,46955,38005,49497,42815,24540,32073,50496,45885,29320,45778,12520,19805,41547,26889,23065,27910,23982,31620,26529,48247,63577,27885,43786,28556,27486,37284,32919,30763,24302
112,82388,43701,64291,80933,82268,86330,79496,17592,79496,66021,80883,80748,61717,50716,43354,40929,42765,62040,54261,59776,49166,79114,60540,42670,73410,33025,95766,78821,0,38814,44789,42010,46035,38081,65966,55419,47871,67428,45082,61951,39459,24859,46054,81336,67619,44576,88788,48601,22632,51121,62944,61532,25423,27272,84948,25211,18044,47901,12059,60859,38445,92364,47556,46598,39363,45208,41954,44359,66447,54803,36417,39822,62399,39543,92327,59175,47356,67820,78071,70902,78988,55564,60408,37535,17783,60161,46034,62385,71794,62944,63978,61677,79308
94,50340,13764,25928,48885,50220,54282,47448,23409,47448,33731,48835,48700,30532,19217,13407,12023,5470,30855,23129,27486,20221,47066,28492,5375,39180,12781,63718,46773,38814,0,14673,9443,16334,11586,34073,16941,18170,34861,14200,33235,11187,19611,13487,47669,39817,14105,55121,18719,27036,21843,36447,35035,22572,20845,51281,16572,22275,15334,27920,30696,10626,58697,21059,20101,8327,15532,6006,15057,34248,23445,9095,13327,32455,12401,58660,21686,13443,35253,44404,36868,45321,25197,27841,9716,24301,33664,13467,31698,38744,36447,37481,35180,45641
211,40349,2643,18468,38894,44680,54728,37457,29384,37457,21762,43295,38709,19288,5508,2286,4553,10510,19611,8859,15517,6512,43376,26811,9187,31752,13685,54612,43083,44789,14673,0,6420,2367,8197,21278,15259,4260,22066,1363,20440,6770,33543,5598,39157,25772,1801,46609,3145,40968,5737,21097,19685,35668,34649,42769,30409,35613,3451,41258,17901,6976,50185,4579,2735,20834,2804,16901,3033,21453,9171,9606,5803,19660,5696,50148,23118,24326,22458,35892,24073,36809,11005,15046,8504,31174,18314,2159,18903,31048,21097,22131,19830,37129
255,45367,5698,20692,43912,48954,53016,42475,26605,42475,25648,47569,43727,22449,11509,5341,2811,5799,22772,15046,19403,12513,45800,27226,4787,31097,10906,59630,45507,42010,9443,6420,0,7532,5068,25271,23044,9368,26059,5398,24433,4276,30766,4685,43202,31015,5303,50654,8449,38191,13041,26888,25037,32891,31872,46814,27632,32836,6532,38481,21894,4563,54230,9883,9052,16289,6730,12356,5823,25446,14643,5796,3834,23653,3202,54193,27111,21549,26451,39937,28066,40854,16395,19039,4694,26629,22449,4665,22896,30430,26888,27483,25327,41174
101,34733,3572,18206,33278,46290,49112,31841,30630,31841,22374,43311,33093,17364,5118,3215,6311,12171,17687,8921,13843,4672,37760,29242,10848,26136,14931,48996,37467,46035,16334,2367,7532,0,9433,19034,20164,2030,22495,3311,18037,8811,36156,9324,32971,23705,4414,40423,2386,43581,5302,19030,17618,38281,37262,36583,33022,38226,6265,43871,14245,10181,43999,2655,1197,23447,3941,19514,5646,19515,8154,12455,7844,20089,7737,43962,23463,26939,22887,29706,23970,30623,9199,12350,10206,31456,16247,4285,19325,24862,19030,20064,17763,30943
274,44740,5371,24251,43285,54216,59119,41848,22676,41848,32381,52831,43100,24450,13449,5774,5269,9230,24773,16994,22962,11899,47767,32488,8029,36143,6977,59003,47474,38081,11586,8197,5068,9433,0,28489,21229,8812,31950,6023,24474,2070,27837,7180,42426,30142,6701,49878,9168,35262,13644,25467,24055,29962,28943,46038,24703,29907,9758,35552,23382,1764,53454,10079,7979,15998,8839,12065,7990,28970,17326,3332,1957,24922,1678,53417,29358,23968,32342,39161,33425,40078,15981,22437,1270,23045,22684,6063,24908,34317,25467,26501,24200,40398
265,17161,25317,10256,15593,32882,31761,14575,50561,14575,3129,35074,15827,7184,16674,24960,24683,29910,7507,12920,8144,17977,24352,36240,28587,7358,34862,33200,24059,65966,34073,21278,25271,19034,28489,0,28708,17411,3209,24046,7204,28451,51620,21572,15814,13786,25027,25921,17767,59045,15096,17086,10012,53745,51564,19426,48581,47030,18513,52675,6560,29821,29497,18586,18984,36458,18432,34779,21335,740,12500,32095,27484,6424,27377,29460,23341,40226,4093,15204,4291,12813,12230,7967,29846,51096,6761,25385,5476,6753,17086,13442,9429,16441
219,33596,17482,16721,32141,30069,34131,30704,40014,30704,29134,28684,31956,25935,16886,17125,17362,18612,26258,18298,22889,18628,30322,10942,20529,33495,31951,38636,30029,55419,16941,15259,23044,20164,21229,28708,0,18596,29938,16670,28312,27349,29684,16291,31817,34894,16878,39269,18952,37109,16722,29675,28916,31809,29628,35429,26645,36119,14582,41176,25773,27549,42845,19951,20172,23698,15971,26240,15985,30187,18385,29406,25471,27532,24852,42808,5213,18290,30330,28552,33397,29469,20137,22918,27119,40320,26328,17236,26775,32973,29675,31362,29206,29789
144,33078,5408,16551,31623,44635,47457,30186,32466,30186,20719,41656,31438,13683,3463,5051,8147,14007,14006,7266,12188,4689,36105,30504,12684,24481,16767,47341,35812,47871,18170,4260,9368,2030,8812,17411,18596,0,20883,3758,19257,9160,35761,7796,33535,25839,4019,40987,1967,43186,4495,19919,18507,37886,36867,37147,32627,37831,4737,43476,16718,10530,44563,3401,2570,23052,2413,19119,5251,20270,7929,11824,8193,18477,8086,44526,21935,26544,21275,30270,22890,31187,9763,13863,10036,33392,17136,4377,17720,25426,19919,20953,18652,31507
67,16420,25657,12202,16595,33284,32763,12337,52023,12337,1235,37020,15077,6789,15696,25300,25471,30698,7112,13708,8011,20746,26298,40453,29375,4815,36324,40437,26005,67428,34861,22066,26059,22495,31950,3209,29938,20883,0,24064,6276,29127,50258,23616,16588,12858,24272,23629,21394,57683,16370,17183,9084,52383,51364,20200,47124,52328,20557,57973,6702,29563,25490,21023,21421,41756,20476,36823,23379,3623,14544,30254,31111,5496,31004,27168,25855,41078,1506,13671,2139,12460,12372,8109,29152,51096,6903,24630,5400,4263,17183,12398,8501,14908
275,39713,2007,18720,38258,44932,54092,36821,29677,36821,23745,43547,38073,19663,6629,1650,4132,10037,19986,12207,17500,7112,42740,27063,8714,31116,13978,53976,42447,45082,14200,1363,5398,3311,6023,24046,16670,3758,24064,0,22015,6538,34014,6052,39025,25387,2272,46477,3207,41439,6541,20712,19300,36139,35120,42637,30880,36084,3922,41729,19476,7908,50053,4641,3151,21305,3275,17372,3487,25569,9975,10060,5571,21235,5464,50016,24693,24797,24033,35760,25648,36677,11977,16621,7414,31331,17929,2630,20478,30916,20712,21746,19445,36997
186,29490,21484,15015,21189,38923,37357,20171,46546,20171,5957,41115,21423,4700,15713,21137,23845,29072,5023,12082,7306,15057,30393,42281,27749,10754,30847,46347,30100,61951,33235,20440,24433,18037,24474,7204,28312,19257,6276,22015,0,23038,49678,23036,20871,7580,19854,32520,16544,57103,13029,11452,3334,51803,50784,24483,46544,51748,19977,57393,3431,24408,29773,15247,15645,41176,18307,36243,21140,7099,11808,26682,22071,2133,21964,36059,31705,40498,6786,17954,8401,17870,10417,5563,24433,45683,2017,20212,2349,11985,11452,6648,2751,19191
102,44118,3944,23852,42663,54053,58497,41226,24054,41226,28808,52668,42478,23828,11012,4347,4870,10898,24151,16372,22563,11277,47145,32325,8375,35521,8355,58381,46852,39459,11187,6770,4276,8811,2070,28451,27349,9160,29127,6538,23038,0,28120,6785,43963,31679,6302,51415,10603,35545,13195,27004,25592,31095,29368,47575,25095,30190,9363,35835,24919,1888,54991,11616,9385,16850,8444,12348,7595,28277,17474,4265,3306,26484,2505,54954,28963,24941,29282,40698,30897,41615,19624,21870,2392,23953,24221,5664,25727,35854,27004,28038,25737,41935
266,56508,33179,40269,55053,56388,60450,53616,25542,53616,49939,55003,54868,46740,38723,32822,31438,26334,47063,40177,43694,40465,53234,34660,22736,56407,30165,69886,52941,24859,19611,33543,30766,36156,27837,51620,29684,35761,50258,34014,49678,28120,0,33383,55667,56145,33121,63119,36088,4652,37973,51103,50167,2553,4105,59279,4775,17350,31674,13756,47024,26584,66695,37522,36691,13462,33063,22023,33077,54037,39636,25053,29285,48783,29006,66658,33506,16200,51581,52402,57247,53319,42391,43600,25674,33447,47579,32483,48026,56823,51103,52613,49966,53639
232,38828,5107,18341,37373,44553,48615,35936,30649,35936,23297,43168,37188,20098,11283,4750,3366,9324,20421,12695,17052,13025,43414,26684,5439,28746,14950,53091,43121,46054,13487,5598,4685,9324,7180,21572,16291,7796,23616,6052,23036,6785,33383,0,43595,30968,5696,51047,8842,37741,12994,26841,24990,32441,31422,47207,27182,32386,6485,38031,21847,8017,54623,10276,9445,17606,7065,13673,6216,25399,14596,9874,6076,23606,5457,54586,26350,21099,26404,40330,28019,41247,16348,18992,7587,27946,22402,5058,22849,35486,26841,27436,25280,41567
246,2630,39254,26950,542,18296,17080,5627,65931,5627,17104,19716,3670,22663,30611,38897,41936,44529,22986,27051,22272,31914,17631,38351,46446,13961,48799,15584,17338,81336,47669,39157,43202,32971,42426,15814,31817,33535,16588,39025,20871,43963,55667,43595,0,30607,39688,9531,32428,62927,29757,36837,30270,57627,55446,6102,52463,61937,34763,66994,20994,44482,9288,33247,33645,49516,34484,52058,40974,15667,28750,46756,42145,20858,42038,10844,27223,44108,24067,5975,22824,5868,26664,23206,44507,66138,21195,40046,19910,20608,36837,36157,29687,4656
206,29449,27152,21597,30899,45505,44715,23597,52214,23597,12539,47697,32753,11938,19886,26805,30427,35654,12261,18664,13888,20725,36975,48863,34331,12268,36515,46306,36682,67619,39817,25772,31015,23705,30142,13786,34894,25839,12858,25387,7580,31679,56145,30968,30607,0,25693,38193,22383,62007,18868,15061,6997,56707,55688,29903,51448,56652,24881,62297,9270,30247,37995,21086,21484,46080,24800,41147,27703,12519,17647,32521,27910,7264,27803,37295,37378,45402,11690,22162,12397,22055,16256,11402,30272,51522,7856,26051,8260,11721,15061,10412,6414,23614
191,40694,2685,18928,39239,45140,55073,37802,29171,37802,23953,43755,39054,20754,6890,2328,4340,9942,21077,10241,17708,7894,43721,27271,8619,32097,13472,54957,43428,44576,14105,1801,5303,4414,6701,25027,16878,4019,24272,2272,19854,6302,33121,5696,39688,25693,0,47276,5071,39167,7663,23111,21699,33867,32848,43436,28608,33812,5363,39457,20725,6756,50852,6505,5674,19033,4325,15100,3476,26368,11097,7447,4789,22484,4330,50815,24844,22525,25282,36559,26897,37476,13159,17870,6345,29373,20328,1287,21727,31715,23111,24145,21844,37796
198,11329,46706,34402,9823,11757,9948,14910,73383,14910,24145,13177,16162,30115,38063,46349,49388,51981,30438,34503,29724,39366,9274,22274,53898,23738,56251,8530,8981,88788,55121,46609,50654,40423,49878,25921,39269,40987,23629,46477,32520,51415,63119,51047,9531,38193,47276,0,39487,69986,36816,39832,34209,64686,62505,4849,59522,68996,41822,74053,31066,51541,3896,40306,40704,56575,41543,59117,48033,25095,35809,53815,49204,29187,49097,3859,34282,51167,26891,14019,24851,14936,35585,30265,51566,73197,31621,47105,28239,24427,39832,36655,34499,15256
173,33434,5764,16907,31979,44991,47813,30542,33196,30542,21075,42012,31794,14039,3819,5407,7131,14556,14362,7622,12544,4525,36461,29389,13233,24837,17497,47697,36168,48601,18719,3145,8449,2386,9168,17767,18952,1967,21394,3207,16544,10603,36088,8842,32428,22383,5071,39487,0,43318,5338,19754,18342,38018,36999,37470,32759,37963,5521,43608,17669,9219,44886,3236,2405,23184,3197,19251,5383,20402,8772,12611,6882,19261,6775,44849,22719,26676,22059,30593,23674,31510,10086,14647,8725,31612,16971,3769,18504,25749,19754,20788,18487,31830
